id,code,kind,parent_id:id,sequence,name,plain_label,name_en,featured,active,description,hint_terms
spec_food_stylist,food-stylist,role,spec_marketing_digital,50,آرایندهٔ غذا برای عکس و فیلم,فود استایلیست,Food stylist,0,1,آماده و آراستنِ غذا، ظرف و صحنه برای عکاسی و فیلم‌برداری.,فود استایلیست استایلیست غذا
spec_customer_experience_analyst,customer-experience-analyst,role,spec_marketing_digital,60,کارشناسِ تجربهٔ مشتری,رضایتِ مشتری,Customer experience analyst,0,1,جمع‌کردن و تحلیلِ نظرِ مهمانان و پیشنهادِ تغییر در خدمت، منو یا فضا.,رضایت مشتری CX نظرسنجی مشتری ناشناس
spec_loyalty_community_coordinator,loyalty-community-coordinator,role,spec_marketing_digital,70,هماهنگ‌کنندهٔ باشگاهِ مشتریان و ارتباط با جامعه,باشگاهِ مشتریان,Community and loyalty programme coordinator,0,1,گرداندنِ باشگاهِ مشتریان، رویدادهای کوچک و همکاری با محله و گروه‌ها.,باشگاه مشتریان رویداد روابط عمومی
spec_interior_concept_designer,interior-concept-designer,role,spec_marketing_digital,80,طراحِ داخلی و مفهومِ کافه و رستوران,طراحِ فضای کافه,Café and restaurant interior and concept designer,0,1,طراحیِ فضا، نور، مبل و ظاهرِ کلیِ کافه یا رستوران هماهنگ با برند و گردشِ کار.,دکوراتور طراح داخلی معمار داخلی
spec_marketing_manager,marketing-manager,role,spec_marketing_digital,90,مدیرِ بازاریابی,مدیرِ بازاریابی,Marketing manager,0,1,برنامه‌ریزیِ بازاریابیِ برند، بودجهٔ تبلیغ، کمپین‌ها و سنجشِ نتیجه.,مدیر مارکتینگ بازاریابی تبلیغات
spec_graphic_designer,graphic-designer,role,spec_marketing_digital,100,طراحِ گرافیکِ برندهای غذایی,گرافیست,Graphic designer (food brands),0,1,طراحیِ نشان، منو، بسته‌بندی، پوستر و پست برای کافه‌ها، رستوران‌ها و محصولاتِ غذایی.,گرافیست طراح لوگو
spec_hospitality_trainer,hospitality-trainer,role,spec_training_education,10,مدرسِ مهارت‌های پذیرایی و مهمان‌نوازی,مدرسِ پذیرایی,Hospitality trainer,1,1,آموزشِ خدمت به مهمان، آداب، فروش و کارِ گروهی به همکارانِ سالن و پیشخوان.,مدرس مربی ترینر
spec_culinary_instructor,culinary-instructor,role,spec_training_education,30,مدرسِ آشپزی,مدرسِ آشپزی,Culinary instructor,1,1,آموزشِ مهارت‌های آشپزی در آموزشگاه یا مجموعه، از کار با کارد تا دستورهای ایرانی و بین‌المللی.,مدرس آشپزی استاد آشپز آموزشگاه آشپزی
spec_vocational_assessor,vocational-assessor,role,spec_training_education,40,ارزیاب و آزمون‌گرِ مهارتِ فنی و حرفه‌ای,آزمون‌گرِ مهارت,Vocational skills assessor / examiner,0,1,برگزاریِ آزمونِ کتبی و عملیِ مهارت‌های غذا و پذیرایی و دادنِ نتیجهٔ منصفانه بر پایهٔ استاندارد.,آزمونگر ارزیاب فنی و حرفه ای داور مسابقه
spec_onboarding_coordinator,onboarding-coordinator,role,spec_training_education,50,هماهنگ‌کنندهٔ آموزشِ بدوِ کار,آموزشِ همکارِ تازه,Onboarding coordinator,0,1,آماده‌کردنِ روزهای اولِ همکارانِ تازه: آشنایی، آموزش‌های پایه، همراه و پیگیری.,آنبوردینگ معارفه آموزش بدو خدمت
spec_workplace_mentor,workplace-mentor,role,spec_training_education,60,همراه و راهنمای همکاران,راهنمای همکار,Workplace mentor,0,1,همکارِ باتجربه‌ای که همکارِ تازه را در کارِ روزانه همراهی می‌کند، نشان می‌دهد و راهنمایی می‌کند.,منتور استادکار راهنما بزرگتر کار
spec_food_safety_trainer,food-safety-trainer,role,spec_training_education,70,مدرسِ بهداشت و ایمنیِ غذا,مدرسِ بهداشت,Food safety trainer,0,1,آموزشِ بهداشتِ فردی، دما، آلودگیِ متقابل و HACCP به همکاران، از جمله برای کارتِ بهداشت.,دوره بهداشت آموزش بهداشت اصناف کلاس کارت بهداشت
spec_farm_to_table_coordinator,farm-to-table-coordinator,role,spec_agrifood_sourcing,10,هماهنگ‌کنندهٔ تأمینِ مستقیم از مزرعه,خرید از کشاورز,Farm-to-table sourcing coordinator,1,1,پیدا کردنِ کشاورزان و تولیدکنندگانِ کوچک، برنامهٔ فصلیِ خرید و رساندنِ محصولِ تازه به آشپزخانه.,مزرعه تا سفره کشاورز محلی ارگانیک
spec_urban_grower,urban-grower,role,spec_agrifood_sourcing,20,پرورش‌دهندهٔ سبزی و گیاهانِ معطر برای رستوران,گلخانه‌دار,Urban farm / greenhouse grower,1,1,کاشتِ سبزی خوردن، میکروگرین، گیاهانِ معطر و صیفی در گلخانه یا مزرعهٔ شهری برای کافه‌ها و رستوران‌ها.,گلخانه سبزی کار میکروگرین کشاورزی شهری باغبان
spec_herb_saffron_sourcing_specialist,herb-saffron-sourcing-specialist,role,spec_agrifood_sourcing,30,کارشناسِ تأمینِ زعفران، ادویه و گیاهانِ دارویی,خریدِ زعفران و ادویه,"Herb, spice and saffron sourcing specialist",1,1,خریدِ زعفران، ادویه، گل‌گاوزبان و گیاهانِ خشک از تولیدکننده با سنجشِ کیفیت و اصالت.,زعفران عطاری ادویه گیاهان دارویی
spec_coffee_tea_origin_liaison,coffee-tea-origin-liaison,role,spec_agrifood_sourcing,40,کارشناسِ خاستگاهِ قهوه و چای,خریدِ قهوه و چای,Coffee and tea origin liaison,0,1,ارتباط با تولیدکنندگانِ قهوه و چای در خاستگاه، نمونه‌گیری، چشیدن و هماهنگیِ خرید و واردات.,قهوه سبز واردات قهوه چای لاهیجان کاپینگ
spec_forager,forager,role,spec_agrifood_sourcing,50,گردآورندهٔ گیاهان و قارچ‌های خودرو,جمع‌کنندهٔ گیاهِ کوهی,Forager,0,1,چیدنِ گیاهان، میوه‌ها و قارچ‌های خوراکیِ خودرو از کوه و جنگل با شناختِ مطمئن و بدونِ آسیب به طبیعت.,گیاه کوهی قارچ وحشی کنگر ریواس والک
spec_food_safety_basics,food-safety-basics,competency,spec_food_safety,100,اصولِ ایمنیِ مواد غذایی,غذای سالم,Food safety basics,0,1,دانستنِ این‌که غذا چطور آلوده می‌شود و چطور سالم می‌ماند: شستنِ دست، جدا نگه‌داشتنِ خام و پخته، دمای درست و تاریخِ مصرف. پایه‌ی هر کاری است که با غذا سروکار دارد.,بهداشت غذا ایمنی غذا کارت بهداشت بهداشت مواد غذایی
spec_personal_hygiene,personal-hygiene,competency,spec_food_safety,100,بهداشتِ فردی در کار با غذا,بهداشتِ فردی,Personal hygiene,0,1,دست‌ها را درست و به‌موقع شستن، لباسِ کارِ تمیز، موی پوشیده، ناخنِ کوتاه و گزارشِ بیماری پیش از شروعِ کار. تا آلودگی از بدنِ ما به غذا نرسد.,شستن دست کلاه و دستکش لباس کار بهداشت شخصی روپوش
spec_allergen_management,allergen-management,competency,spec_food_safety,100,مدیریتِ مواد حساسیت‌زا,حساسیتِ غذایی,Allergen management,0,1,شناختنِ مواد حساسیت‌زای رایج مثلِ بادام‌زمینی، مغزها، شیر، تخم‌مرغ، گندم، کنجد و ماهی، جدا نگه‌داشتنِ آن‌ها و پاسخِ درست به مهمانی که حساسیت دارد. یک اشتباهِ کوچک می‌تواند جانِ کسی را به خطر بیندازد.,آلرژی حساسیت غذایی گلوتن بادام زمینی بدون گلوتن
spec_haccp,haccp,competency,spec_food_safety,100,سامانه‌ی تحلیلِ خطر و نقاطِ کنترلِ بحرانی (HACCP),هَسَپ,HACCP,0,1,پیدا کردنِ مرحله‌هایی از کار که غذا در آن‌ها ممکن است خطرناک شود، تعیینِ حدِ مجاز برای هر مرحله، پایش و ثبتِ آن و کارِ اصلاحی وقتی چیزی از حد بیرون رفت. زبانِ مشترکِ بازرس‌ها و آشپزخانه‌های حرفه‌ای است.,هسپ HACCP نقاط کنترل بحرانی ایزو ۲۲۰۰۰ فرم پایش
spec_temperature_control,temperature-control,competency,spec_food_safety,100,کنترلِ دمای غذا,دمای غذا,Temperature control,0,1,اندازه‌گرفتنِ دمای غذا با دماسنج، پختنِ کامل، گرم نگه‌داشتنِ غذای آماده بالای ۶۳ درجه، سرد کردنِ سریع و ثبتِ دماها. غذا نباید مدتِ زیادی در دمای خطر بماند.,دماسنج دمای یخچال گرم نگه داشتن سرد کردن غذا بن ماری
spec_cold_chain_handling,cold-chain-handling,competency,spec_food_safety,100,حفظِ زنجیره‌ی سرما,زنجیره‌ی سرما,Cold chain handling,0,1,نگه‌داشتنِ مواد سرد و یخ‌زده در دمای درست از لحظه‌ی رسیدن تا مصرف: زود به یخچال رساندن، باز نگذاشتنِ درِ سردخانه، یخ‌زدایی در یخچال و یخ‌نزدنِ دوباره.,سردخانه یخچال فریزر یخ زدایی مواد یخ زده
spec_cleaning_sanitation_routines,cleaning-sanitation-routines,competency,spec_cleaning_sanitation,100,برنامه‌ی نظافت و گندزدایی,نظافت و ضدعفونی,Cleaning and sanitation routines,0,1,نظافتِ روزانه، هفتگی و ماهانه طبقِ برنامه: اول شستن و چربی‌زدایی، بعد گندزدایی با غلظت و زمانِ درست، و تیک‌زدنِ جدولِ نظافت. تمیز بودن و گندزدایی‌شده بودن دو چیزِ متفاوت‌اند.,نظافت ضدعفونی وایتکس شستشو تی کشیدن جدول نظافت
spec_dishwasher_operation,dishwasher-operation,competency,spec_cleaning_sanitation,100,کار با ماشینِ ظرفشویی صنعتی,ماشینِ ظرفشویی,Dishwasher operation,0,1,چیدنِ درستِ ظرف در سبد، پیش‌شویی، کنترلِ دمای شستن و آب‌کشی، پر کردنِ شوینده و جلادهنده، و تمیز کردنِ فیلترها در پایانِ روز. ظرفی که از ماشین بیرون می‌آید باید تمیز و بی‌میکروب باشد.,ظرفشویی ماشین ظرفشویی ظرف شستن شستن ظرف استیوارد
spec_waste_sorting,waste-sorting,competency,spec_cleaning_sanitation,100,تفکیکِ پسماند,جدا کردنِ زباله,Waste sorting,0,1,جدا کردنِ پسماندِ تر، خشک، روغنِ سوخته، شیشه و کارتن، بستن و بیرون گذاشتنِ به‌موقعِ کیسه‌ها و تمیز نگه‌داشتنِ جای زباله. روغنِ سوخته هرگز در فاضلاب ریخته نمی‌شود.,زباله پسماند بازیافت روغن سوخته سطل آشغال
spec_pest_prevention,pest-prevention,competency,spec_food_safety,100,پیشگیری از جانوران موذی,جلوگیری از حشره و موش,Pest prevention,0,1,بستنِ راهِ ورودِ موش، سوسک و مگس، نگهداریِ مواد در ظرفِ دربسته، تمیز نگه‌داشتنِ پشتِ دستگاه‌ها و گزارشِ نشانه‌ها به مسئول. سم‌پاشی کارِ شرکتِ مجاز است، نه همکارِ آشپزخانه.,سوسک موش مگس سم پاشی حشرات
spec_fire_safety,fire-safety,competency,spec_workplace_safety,100,ایمنی در برابرِ آتش‌سوزی,ایمنیِ آتش,Fire safety,0,1,شناختنِ خطرِ روغنِ داغ، گاز و هود، کار با کپسول و پتوی ضدِ آتش، دانستنِ راهِ خروج و بستنِ شیرِ گاز. روی آتشِ روغن هرگز آب ریخته نمی‌شود.,آتش سوزی کپسول آتش نشانی پتوی نسوز نشت گاز شیر گاز
spec_first_aid,first-aid,competency,spec_workplace_safety,100,کمک‌های اولیه,کمک‌های اولیه,First aid,0,1,رسیدگیِ نخست به بریدگی، سوختگی، خفگی با غذا و بیهوشی تا رسیدنِ اورژانس، و دانستنِ جای جعبه‌ی کمک‌های اولیه. تماس با ۱۱۵ را سریع و با آدرسِ دقیق انجام دادن.,کمک های اولیه سوختگی بریدگی ۱۱۵ مانور هایملیخ احیا
spec_manual_handling,manual-handling,competency,spec_workplace_safety,100,جابه‌جاییِ ایمنِ بار,بلند کردنِ درستِ بار,Manual handling,0,1,بلند کردن و جابه‌جا کردنِ کیسه، جعبه و دیگ با پشتِ صاف و خمِ زانو، بارِ سنگین را دونفره یا با چرخ بردن، و چیدنِ سنگین‌ها در قفسه‌های پایین. تا کمر و شانه آسیب نبیند.,بلند کردن بار حمل بار کمردرد جابجایی کیسه چرخ دستی
spec_knife_safety,knife-safety,competency,spec_workplace_safety,100,ایمنی در کار با چاقو,ایمنیِ چاقو,Knife safety,0,1,چاقوی تیز و مناسب برداشتن، تخته را با دستمالِ نمدار ثابت کردن، چاقو را با نوکِ رو به پایین جابه‌جا کردن و هرگز در ظرفشوییِ پرِ آب نگذاشتن. چاقوی کُند خطرناک‌تر از چاقوی تیز است.,چاقو بریدگی دست دستکش ضد برش تخته گوشت
spec_slip_and_burn_prevention,slip-and-burn-prevention,competency,spec_workplace_safety,100,پیشگیری از لغزش و سوختگی,لیز نخوردن، نسوختن,Slip and burn prevention,0,1,خشک نگه‌داشتنِ کف و گذاشتنِ تابلوی هشدار، کفشِ ضدِ لغزش، گفتنِ «پشتِ سرتون، داغه» در شلوغی، دسته‌ی تابه رو به داخل و دستکشِ فر. بیشترِ حادثه‌های آشپزخانه همین دو تا هستند.,لیز خوردن سوختگی کفش ایمنی دستکش فر کف خیس
spec_customer_service,customer-service,competency,spec_guest_service,100,خدمت‌رسانی به مهمان,برخورد خوب با مهمان,Customer service,0,1,با احترام و لبخند سلام کردن، خوب گوش دادن، پاسخِ روشن و به‌موقع، و دنبال کردنِ خواسته‌ی مهمان تا انجام شود. مهمان با حسی که از برخورد می‌گیرد برمی‌گردد یا برنمی‌گردد.,مشتری مداری برخورد با مشتری خوش اخلاقی مهمان نوازی سرویس دهی
spec_complaint_handling,complaint-handling,competency,spec_guest_service,100,رسیدگی به گلایه‌ی مهمان,رسیدگی به گلایه,Complaint handling,0,1,گلایه را بی‌بحث و تا آخر شنیدن، عذرخواهیِ صادقانه، پیشنهادِ راهِ جبران در حدِ اختیار و خبر دادن به مسئول. بعد پیگیری که مهمان راضی رفته است.,شکایت مشتری اعتراض مشتری مشتری ناراضی برگشت غذا
spec_teamwork,teamwork,competency,spec_personal_effectiveness,100,کارِ گروهی,هم‌کاری با تیم,Teamwork,0,1,هماهنگ کار کردن با همکاران، کمک در شلوغی، پاسخ دادن به صدا زدن‌ها، احترام به نقشِ هر کس و حلِ اختلاف بدونِ درگیری. در آشپزخانه و سالن هیچ‌کس تنها کار نمی‌کند.,کار تیمی همکاری روحیه تیمی هماهنگی
spec_time_management,time-management,competency,spec_personal_effectiveness,100,مدیریتِ زمان,کار را به‌موقع رساندن,Time management,0,1,سرِ وقت رسیدن، اولویت دادن به کارهای فوری، هم‌زمان پیش بردنِ چند کار و تمام کردنِ آماده‌سازی پیش از شلوغی. ساعتِ سرو منتظرِ کسی نمی‌ماند.,وقت شناسی مدیریت زمان سرعت عمل اولویت بندی
spec_following_recipes,following-recipes,competency,spec_culinary_techniques,100,پیروی از دستورِ پخت,طبقِ دستور پختن,Following recipes,0,1,خواندن و اجرای دقیقِ دستورِ پختِ استانداردِ مجموعه با وزن و ترتیب و زمانِ گفته‌شده، تا غذا هر بار همان مزه و اندازه را داشته باشد.,دستور پخت رسپی ریسپی دستور غذا کارت پخت
spec_portion_control,portion-control,competency,spec_culinary_techniques,100,کنترلِ اندازه‌ی سهم,اندازه‌ی درستِ پرس,Portion control,0,1,هر پرس را با ترازو، ملاقه یا پیمانه‌ی مشخص به اندازه‌ی یکسان کشیدن. تا مهمان همیشه همان مقدار را بگیرد و هزینه از دست نرود.,پرس اندازه پرس کشیدن غذا ملاقه گرماژ
spec_stock_rotation_fifo,stock-rotation-fifo,competency,spec_purchasing_inventory,100,گردشِ موجودی به روشِ اول‌وارد، اول‌خارج,اول قدیمی‌ها,Stock rotation (FIFO),0,1,جنسِ تازه‌رسیده را پشت و جنسِ قدیمی‌تر را جلو گذاشتن تا زودتر مصرف شود، و بازبینیِ تاریخ‌ها. تا چیزی تاریخ‌گذشته و دورریز نشود.,فیفو FIFO چیدمان انبار تاریخ مصرف اول وارد اول خارج
spec_receiving_deliveries,receiving-deliveries,competency,spec_purchasing_inventory,100,تحویل گرفتنِ کالا,بار تحویل گرفتن,Receiving deliveries,0,1,مقایسه‌ی بار با سفارش و فاکتور، وزن کردن، بازبینیِ دما، تاریخ و سالم بودنِ بسته‌ها، برگرداندنِ جنسِ نامناسب و زود جا دادنِ سرد و یخ‌زده.,تحویل بار تحویل کالا فاکتور انباردار بارگیری
spec_inventory_counting,inventory-counting,competency,spec_purchasing_inventory,100,شمارشِ موجودیِ انبار,انبارگردانی,Inventory counting,0,1,شمردن و وزن کردنِ منظمِ موجودیِ انبار و یخچال‌ها، ثبت در فرم یا نرم‌افزار و مقایسه با مصرف، تا کمبود، دورریز یا گم‌شدن دیده شود.,انبار گردانی شمارش انبار موجودی انباردار کاردکس
spec_cash_handling,cash-handling,competency,spec_sales_cash,100,کار با وجهِ نقد,دریافتِ پول,Cash handling,0,1,گرفتنِ پول، دادنِ بقیه‌ی درست، شناختنِ اسکناسِ مشکوک و بستنِ صندوق در پایانِ شیفت با تطبیقِ نقد و فروش.,صندوق صندوقدار پول نقد بستن صندوق بقیه پول تراز صندوق
spec_pos_operation,pos-operation,competency,spec_sales_cash,100,کار با صندوقِ فروشگاهی,کار با صندوق,POS operation,0,1,ثبتِ سفارش و فاکتور در نرم‌افزارِ صندوق، اعمالِ تخفیف، تقسیمِ حساب، برگشتِ فروش و گرفتنِ گزارشِ پایانِ روز.,صندوق فروشگاهی نرم افزار صندوق POS فاکتور زدن پوز
spec_card_payments,card-payments,competency,spec_sales_cash,100,دریافتِ پرداختِ کارتی و دیجیتال,کارت کشیدن,Card and digital payments,0,1,کار با کارت‌خوان، پرداختِ کیوآر و کیف‌پولِ دیجیتال، تطبیقِ مبلغ پیش از کشیدنِ کارت، رسیدگی به تراکنشِ ناموفق و بستنِ دستگاه در پایانِ روز. رمزِ کارت را مهمان خودش می‌زند.,کارتخوان پوز کارت کشیدن پرداخت کیو آر تراکنش ناموفق
spec_upselling,upselling,competency,spec_sales_cash,100,پیشنهادِ فروشِ بیشتر,پیشنهاد دادن به مهمان,Upselling,0,1,پیشنهادِ مؤدبانه و به‌جای پیش‌غذا، نوشیدنی، دسر یا اندازه‌ی بزرگ‌تر که واقعاً به کارِ مهمان بیاید، بی‌اصرار. پیشنهادِ خوب هم به مهمان کمک می‌کند هم به فروش.,فروش بیشتر پیشنهاد دسر آپسل بازاریابی سر میز
spec_order_taking,order-taking,competency,spec_guest_service,100,گرفتنِ سفارش,سفارش گرفتن,Order taking,0,1,سفارش را دقیق و به ترتیبِ جای نشستن نوشتن یا در دستگاه زدن، پرسیدنِ پخت، سُس و حساسیت، و خواندنِ دوباره‌ی سفارش برای مهمان. اشتباه در سفارش یعنی غذای دوباره و مهمانِ منتظر.,سفارش گرفتن گرفتن سفارش منو دادن کاپتان
spec_table_service,table-service,competency,spec_guest_service,100,سرو سرِ میز,سرو غذا سرِ میز,Table service,0,1,چیدنِ میز، آوردنِ غذا و نوشیدنی به ترتیبِ درست، برداشتنِ ظرف‌های خالی بی‌مزاحمت، پر کردنِ آب و رسیدگی به میز در طولِ غذا. سرو از سمتِ درست و بی‌سروصدا.,سرو غذا میز چیدن سرویس میز گارسونی پیشخدمتی جمع کردن میز
spec_tray_carrying,tray-carrying,competency,spec_guest_service,100,حملِ سینی,سینی دست گرفتن,Tray carrying,0,1,سینی را با کفِ دست و نزدیکِ شانه متعادل نگه‌داشتن، سنگین‌ها را وسط و نزدیکِ بدن چیدن و از میانِ جمعیت آرام گذشتن. تعادلِ سینی از چیدنِ درست شروع می‌شود.,سینی حمل سینی سینی گرفتن بشقاب گرفتن
spec_menu_knowledge,menu-knowledge,competency,spec_guest_service,100,شناختِ منو,منو را بشناسد,Menu knowledge,0,1,دانستنِ این‌که هر غذا و نوشیدنی از چه ساخته شده، چطور پخته می‌شود، چه مزه‌ای دارد و چه موادِ حساسیت‌زایی دارد، تا بتوان به مهمان پیشنهادِ درست داد.,منو شناخت غذاها مواد غذا توضیح غذا
spec_persian_hospitality_etiquette,persian-hospitality-etiquette,competency,spec_guest_service,100,آدابِ مهمان‌نوازیِ ایرانی,آدابِ پذیرایی,Persian hospitality etiquette,0,1,رعایتِ ادب و آیینِ مهمان‌نوازیِ ایرانی: سلام و خوشامدِ گرم، احترام به بزرگ‌ترها، پذیراییِ چای، شناختنِ تعارف و پاسخِ مؤدبانه به آن، و رعایتِ حریم و عرفِ خانواده‌ها.,تعارف ادب مهمان نوازی احترام پذیرایی ایرانی
spec_english_for_hospitality,english-for-hospitality,competency,spec_communication_languages,100,زبانِ انگلیسی برای پذیرایی,انگلیسیِ کاری,English for hospitality,0,1,خوشامد، معرفیِ منو، گرفتنِ سفارش، پاسخ به پرسش‌های ساده و گرفتنِ حساب به انگلیسی با گردشگر و مهمانِ خارجی. جمله‌های کوتاه و روشن کافی است.,انگلیسی زبان انگلیسی مکالمه انگلیسی توریست مهمان خارجی
spec_reading_order_tickets,reading-order-tickets,competency,spec_communication_languages,100,خواندنِ فیشِ سفارش,خواندنِ فیش,Reading order tickets,0,1,خواندن و فهمیدنِ فیشِ کاغذی یا صفحه‌ی سفارشِ آشپزخانه با کوته‌نوشت‌ها، شماره‌ی میز، ترتیب و یادداشت‌های ویژه، و خبر دادنِ آماده شدن. پایه‌ی هماهنگیِ آشپزخانه و سالن است.,فیش فیش سفارش بن سفارش صفحه آشپزخانه چک
spec_shift_handover,shift-handover,competency,spec_communication_languages,100,تحویل و تحولِ شیفت,تحویلِ شیفت,Shift handover,0,1,گفتن و نوشتنِ کارهای مانده، کمبودها، خرابی‌ها، سفارش‌های باز و نکته‌های مهم برای همکارِ شیفتِ بعد. تا هیچ چیزی میانِ دو شیفت گم نشود.,تحویل شیفت دفتر شیفت گزارش شیفت تعویض شیفت
spec_basic_arithmetic,basic-arithmetic,competency,spec_personal_effectiveness,100,حسابِ پایه,حساب و کتابِ ساده,Basic arithmetic,0,1,جمع و تفریق و ضربِ ساده، درصد، بقیه‌ی پول، تبدیلِ واحدها مثلِ گرم و کیلو و لیتر، و بزرگ یا کوچک کردنِ دستور به نسبتِ تعداد.,حساب ریاضی حساب کتاب درصد تبدیل واحد
spec_digital_ordering_platforms,digital-ordering-platforms,competency,spec_sales_cash,100,کار با سامانه‌های سفارشِ آنلاین,سفارشِ آنلاین,Digital ordering platforms,0,1,پذیرفتنِ سفارش از سامانه‌هایی مثلِ اسنپ‌فود، منوی کیوآر و سفارشِ اینترنتی، به‌روز کردنِ ناموجودها، زمان‌بندیِ آماده شدن و تحویل به پیک.,اسنپ فود سفارش آنلاین منو دیجیتال پنل فروشنده دیجی کالا فود تبلت سفارش
spec_cost_control,cost-control,competency,spec_finance_cost,100,کنترلِ هزینه,کنترلِ خرج,Cost control,0,1,پایشِ هزینه‌ی مواد، نیرو، انرژی و دورریز نسبت به فروش، پیدا کردنِ جای نشتِ هزینه و اقدام برای کم کردنِ آن بی‌آن‌که کیفیت آسیب ببیند.,کنترل هزینه کاهش هزینه درصد هزینه غذا فود کاست دورریز
spec_menu_costing,menu-costing,competency,spec_finance_cost,100,بهای تمام‌شده و قیمت‌گذاریِ منو,قیمتِ تمام‌شده‌ی غذا,Menu costing,0,1,محاسبه‌ی بهای موادِ هر غذا از روی دستورِ پخت و بازده، تعیینِ قیمتِ فروش و درصدِ هزینه، و تحلیلِ این‌که کدام غذاها پرفروش و پرسودند.,قیمت گذاری منو قیمت تمام شده فود کاست مهندسی منو
spec_staff_scheduling,staff-scheduling,competency,spec_management_leadership,100,برنامه‌ریزیِ شیفتِ همکاران,چیدنِ شیفت‌ها,Staff scheduling,0,1,چیدنِ برنامه‌ی شیفت بر پایه‌ی پیش‌بینیِ شلوغی، مهارتِ همکاران، استراحتِ قانونی و خواسته‌های آن‌ها، و اعلامِ زودهنگامِ برنامه تا همه بتوانند زندگی‌شان را برنامه‌ریزی کنند.,برنامه شیفت شیفت بندی چیدن شیفت حضور و غیاب
spec_team_leadership,team-leadership,competency,spec_management_leadership,100,رهبریِ تیم,سرپرستیِ تیم,Team leadership,0,1,تقسیمِ کار، روشن گفتنِ انتظار، پشتیبانی در شلوغی، تصمیم‌گیری در لحظه، دیدنِ کارِ خوب و رسیدگیِ منصفانه به مشکل‌ها. سرپرستِ خوب اول خودش کار می‌کند.,سرپرستی مدیریت تیم سرپرست شیفت رهبری
spec_coaching_others,coaching-others,competency,spec_teaching_training,100,آموزش و راهنماییِ همکاران,یاد دادن به همکار,Coaching others,0,1,نشان دادنِ کار به همکارِ تازه‌وارد، گذاشتنِ او به انجام دادن، بازخوردِ روشن و مهربان و پیگیری تا مهارت جا بیفتد.,آموزش همکار کارآموز تعلیم استاد کار شاگرد
spec_equipment_cleaning_basics,equipment-cleaning-basics,competency,spec_cleaning_sanitation,100,نظافتِ پایه‌ی تجهیزات,تمیز کردنِ دستگاه‌ها,Equipment cleaning basics,0,1,خاموش و از برق جدا کردنِ دستگاه، باز کردنِ قطعه‌های جداشدنی، شستن و خشک کردن و سوار کردنِ درست. شامل چرخ‌گوشت، اسلایسر، گریل، سرخ‌کن و آسیاب.,تمیز کردن دستگاه شستن اسلایسر تمیز کردن سرخ کن دیگ شویی هود
spec_espresso,espresso,competency,spec_coffee_tea_beverage,100,عصاره‌گیریِ اسپرسو,اسپرسو,Espresso extraction,0,1,آسیاب، دوز و تمپِ درست، عصاره‌گیری با نسبت و زمانِ مشخص و خواندنِ رنگ و مزه‌ی شات. شاتِ خوب نه ترش است نه تلخ.,اسپرسو دستگاه اسپرسو شات باریستا قهوه ساز تمپر کافی من
spec_latte_art,latte-art,competency,spec_coffee_tea_beverage,100,لاته‌آرت,نقش روی قهوه,Latte art,0,1,ریختنِ شیرِ بافت‌دار روی اسپرسو با کنترلِ ارتفاع، سرعت و حرکتِ پیچر تا نقش‌هایی مثلِ قلب، لاله و برگ ساخته شود.,لاته آرت طرح روی قهوه قلب روی قهوه لاته
spec_brewbar,brewbar,competency,spec_coffee_tea_beverage,100,دم‌آوریِ دستیِ قهوه,قهوه‌ی دمی,Manual brewing (brew bar),0,1,دم کردنِ قهوه با روش‌های دستی مثلِ V60، کمکس، ایروپرس، فرنچ‌پرس و سایفون با نسبتِ قهوه به آب، آسیاب، دما و زمانِ درست، و توضیحِ طعمِ دانه به مهمان.,دمی وی شصت V60 کمکس ایروپرس فرنچ پرس موکاپات قهوه دمی
spec_milk_texturing,milk-texturing,competency,spec_coffee_tea_beverage,100,بخار دادن و بافت‌دادنِ شیر,کفِ شیر,Milk texturing,0,1,هوا دادن و چرخاندنِ شیر با نازلِ بخار تا کفی ریز، براق و یکنواخت ساخته شود و شیر بیش از حدودِ ۶۵ درجه داغ نشود. پایه‌ی لاته، کاپوچینو و لاته‌آرت است.,فوم شیر کف شیر استیم شیر شیر بخار پیچر
spec_grinder_dial_in,grinder-dial-in,competency,spec_coffee_tea_beverage,100,تنظیمِ آسیابِ قهوه,تنظیمِ آسیاب,Grinder dial-in,0,1,تنظیمِ درشتی و ریزیِ آسیاب و دوزِ قهوه در آغازِ هر روز و با تغییرِ دانه، هوا یا رطوبت، با چشیدن و اندازه‌گرفتنِ زمان و وزنِ شات تا عصاره به مقدارِ هدف برسد.,آسیاب تنظیم آسیاب دایل این آسیاب قهوه درجه آسیاب
spec_water_chemistry_for_coffee,water-chemistry-for-coffee,competency,spec_coffee_tea_beverage,100,شیمیِ آب برای قهوه و چای,آبِ مناسبِ قهوه,Water chemistry for coffee,0,1,شناختنِ سختی و قلیاییتِ آب و اثرش بر مزه و بر رسوبِ دستگاه، تنظیمِ فیلتر و سختی‌گیر و آزمایشِ ساده‌ی آب. قهوه بیش از ۹۸ درصد آب است.,سختی آب فیلتر آب رسوب آب قهوه سختی گیر TDS
